Location,run,Name,fule,Transmission,Mileage,Engine,Power,Price
Bangalore,74000,Maruti Celerio VXI,Petrol,Manual,23.1,998.0,67.04,4.15
Delhi,75000,Toyota Fortuner 3.0 Diesel,Diesel,Manual,11.5,2982.0,171.0,10.85
Delhi,76000,Mitsubishi Outlander 2.4,Petrol,Automatic,11.3,2360.0,170.0,5.53
Pune,64889,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Diesel,Automatic,15.5,1896.0,105.0,11.5
Hyderabad,10000,Porsche Cayman 2009-2012 S,Petrol,Manual,9.0,3436.0,112.76521404351512,40.0
Kolkata,43000,Hyundai Creta 1.6 CRDi SX,Diesel,Manual,19.67,1582.0,126.2,9.25
Pune,47490,Skoda Fabia 1.2 MPI Ambiente Petrol,Petrol,Manual,17.5,1198.0,75.0,2.29
Chennai,80000,Ford EcoSport 1.5 TDCi Titanium,Diesel,Manual,22.77,1498.0,98.59,7.0
Bangalore,60000,Maruti Zen Estilo 1.1 LXI BSIII,Petrol,Manual,18.2,1061.0,64.0,1.65
Ahmedabad,6006,Maruti Ciaz 1.4 Delta,Petrol,Manual,20.73,1373.0,91.1,8.25
Kochi,71703,Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Petrol,Automatic,14.74,1991.0,181.03,9.14
Hyderabad,33000,Honda Amaze SX i-VTEC,Petrol,Manual,17.8,1198.0,86.7,6.5
Kolkata,60000,Toyota Etios GD,Diesel,Manual,23.59,1364.0,112.76521404351512,2.95
Jaipur,91000,Renault Duster 85PS Diesel RxL,Diesel,Manual,19.87,1461.0,83.8,5.75
Hyderabad,72000,Maruti Wagon R LXI LPG BSIV,LPG,Manual,26.2,998.0,58.2,2.85
Kolkata,43000,Volkswagen Polo Petrol Highline 1.2L,Petrol,Manual,16.47,1198.0,73.9,2.1
Coimbatore,63770,Hyundai Creta 1.6 SX Plus Diesel,Diesel,Manual,19.67,1582.0,126.2,13.55
Kolkata,43510,Jaguar XF Diesel,Diesel,Automatic,14.74,2993.0,270.9,20.5
Mumbai,52000,Jeep Compass 2.0 Limited 4X4,Diesel,Manual,16.3,1956.0,170.0,20.0
Kochi,31427,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Diesel,Automatic,15.68,1999.0,177.0,59.72
Kolkata,29000,Maruti Baleno Alpha Diesel,Diesel,Manual,27.39,1248.0,74.0,6.5
Ahmedabad,56000,Maruti Ciaz ZDi SHVS,Diesel,Manual,28.09,1248.0,88.5,7.5
Jaipur,76000,Maruti SX4 Vxi BSIII,Petrol,Manual,15.0,1586.0,104.68,2.15
Coimbatore,53615,Hyundai Elantra CRDi SX,Diesel,Manual,22.7,1582.0,126.24,8.44
Bangalore,132000,Mitsubishi Pajero Sport 4X4,Diesel,Manual,13.5,2477.0,175.56,12.49
Pune,14800,Volkswagen Ameo 1.2 MPI Comfortline,Petrol,Manual,17.0,1198.0,73.75,5.48
Hyderabad,35433,Maruti Ritz VXi,Petrol,Manual,18.5,1197.0,85.8,4.2
Hyderabad,82966,Hyundai Verna CRDi SX,Diesel,Manual,16.8,1493.0,110.0,7.2
Jaipur,96000,Maruti Swift Dzire Tour LDI,Diesel,Manual,23.4,1248.0,74.0,4.8
Kochi,39528,Mahindra KUV 100 mFALCON D75 K6,Diesel,Manual,25.32,1198.0,77.0,5.83
Coimbatore,92056,Toyota Innova Crysta 2.4 ZX MT,Diesel,Manual,13.68,2393.0,147.8,18.39
Pune,14930,Maruti Baleno Delta 1.2,Petrol,Manual,21.4,1197.0,83.1,5.85
Mumbai,38000,Honda Jazz VX Diesel,Diesel,Manual,27.3,1498.0,98.6,6.21
Delhi,71000,Hyundai i20 1.2 Asta,Petrol,Manual,17.0,1197.0,80.0,3.65
Delhi,71000,Hyundai i20 Sportz Diesel,Diesel,Manual,23.0,1396.0,90.0,3.7
Pune,50000,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Diesel,Automatic,19.27,2143.0,167.62,30.0
Kochi,48163,Hyundai Xcent 1.2 Kappa Base,Petrol,Manual,19.1,1197.0,82.0,4.85
Coimbatore,19168,Hyundai Grand i10 AT Asta,Petrol,Automatic,18.9,1197.0,82.0,6.93
Kolkata,26000,Maruti Alto 800 VXI,Petrol,Manual,22.74,796.0,47.3,2.6
Kolkata,37400,Chevrolet Sail Hatchback 1.2 LS,Petrol,Manual,18.2,1199.0,82.5,1.89
Mumbai,8682,Mercedes-Benz C-Class Progressive C 220d,Diesel,Automatic,0.0,1950.0,194.0,39.5
Mumbai,95000,Skoda Superb Elegance 1.8 TSI AT,Petrol,Automatic,13.7,1798.0,157.75,10.0
Kolkata,34000,Audi A4 2.0 TDI,Diesel,Automatic,16.55,1968.0,147.51,9.95
Mumbai,95000,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Diesel,Manual,12.8,2494.0,102.0,9.45
Coimbatore,13689,Mercedes-Benz CLA 200 CDI Sport,Diesel,Automatic,17.9,2143.0,136.0,28.25
Jaipur,84000,Hyundai i10 Era,Petrol,Manual,19.81,1086.0,68.05,1.8
Kolkata,47000,Maruti Swift Dzire VXi,Petrol,Manual,17.5,1298.0,85.8,1.4
Ahmedabad,60001,Skoda Rapid 1.5 TDI AT Ambition,Diesel,Automatic,21.66,1498.0,103.52,7.25
Hyderabad,96000,Maruti Ritz VDi,Diesel,Manual,21.1,1248.0,73.9,3.6
Jaipur,47300,Hyundai A ent GLS 1.6,Petrol,Manual,14.4,1599.0,94.0,1.2
Coimbatore,28246,Honda Amaze SX i-VTEC,Petrol,Manual,17.8,1198.0,86.7,4.94
Delhi,65000,Maruti Wagon R LXI,Petrol,Manual,18.9,998.0,67.1,1.25
Chennai,68000,Volkswagen Polo Diesel Comfortline 1.2L,Diesel,Manual,22.07,1199.0,73.9,4.8
Kochi,11209,Ford Endeavour 2.2 Trend AT 4X2,Diesel,Automatic,12.62,2198.0,158.0,31.15
Pune,41980,Hyundai i20 1.2 Sportz,Petrol,Manual,17.0,1197.0,80.0,3.3
Bangalore,65000,Chevrolet Beat Diesel PS,Diesel,Manual,25.44,936.0,57.6,2.4
Kolkata,38000,Honda Civic 2010-2013 1.8 V MT,Petrol,Manual,14.8,1799.0,130.2,2.0
Pune,51000,Maruti Wagon R VXI BS IV,Petrol,Manual,20.51,998.0,67.04,3.1
Kochi,33855,Skoda Rapid 1.6 MPI Ambition Plus,Petrol,Manual,15.0,1598.0,103.6,5.09
Pune,146000,Maruti Baleno Vxi - BSIII,Petrol,Manual,15.4,1590.0,94.0,1.05
Bangalore,47037,Ford EcoSport 1.5 TDCi Titanium,Diesel,Manual,22.77,1498.0,98.59,7.0
Ahmedabad,58000,Hyundai A ent GLE,Petrol,Manual,13.2,1495.0,94.0,2.5
Mumbai,61240,BMW 5 Series 520d Luxury Line,Diesel,Automatic,22.48,1995.0,190.0,17.5
Chennai,91211,Maruti Alto K10 2010-2014 VXI,Petrol,Manual,20.92,998.0,67.1,2.1
Bangalore,84000,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Diesel,Automatic,15.73,1968.0,174.33,17.75
Mumbai,64226,Maruti Wagon R LXI DUO BSIII,LPG,Manual,17.3,1061.0,57.5,1.45
Bangalore,67000,Toyota Corolla H4,Petrol,Automatic,11.3,1794.0,125.0,2.45
Pune,106976,Volvo XC60 D5,Diesel,Automatic,13.5,2400.0,215.0,13.8
Kolkata,27210,Honda Jazz 1.5 VX i DTEC,Diesel,Manual,27.3,1498.0,98.6,5.85
Delhi,26322,Maruti Ciaz 1.3 Alpha,Diesel,Manual,28.09,1248.0,88.5,8.9
Mumbai,9107,Maruti Swift VXI BSIV,Petrol,Manual,20.4,1197.0,81.8,5.15
Kochi,63983,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Diesel,Automatic,19.27,2143.0,170.0,16.56
Chennai,134000,Maruti Wagon R VXI Minor,Petrol,Manual,18.9,1061.0,67.0,1.65
Pune,11000,Mercedes-Benz A Class A180 Sport,Petrol,Automatic,15.5,1595.0,120.7,16.0
Pune,93000,Hyundai Santro Xing GL,Petrol,Manual,0.0,1086.0,62.0,1.45
Coimbatore,24852,Maruti Swift Dzire AMT ZDI,Diesel,Automatic,26.59,1248.0,74.0,8.08
Pune,37632,Hyundai Grand i10 AT Asta,Petrol,Automatic,18.9,1197.0,82.0,4.5
Chennai,55000,Nissan Sunny 2011-2014 XV Special Edition,Petrol,Manual,16.95,1498.0,97.7,4.3
Hyderabad,81448,Maruti A-Star Lxi,Petrol,Manual,19.0,998.0,66.1,2.6
Hyderabad,1900,Renault KWID RXT Optional,Petrol,Manual,25.17,799.0,53.3,4.45
Coimbatore,54957,Hyundai Verna 1.6 SX VTVT (O) AT,Petrol,Automatic,17.1,1591.0,121.4,5.37
Chennai,55000,Maruti Wagon R LXI Minor,Petrol,Manual,18.9,1061.0,67.0,1.75
Kolkata,21983,BMW 3 Series 320d Sport Line,Diesel,Automatic,18.88,1995.0,184.0,16.5
Delhi,76000,BMW 5 Series 2003-2012 520d,Diesel,Automatic,18.48,1995.0,177.0,19.0
Jaipur,65000,Tata Indigo CS eVX,Diesel,Manual,25.0,1396.0,69.01,2.8
Hyderabad,26000,Hyundai i20 Sportz 1.4 CRDi,Diesel,Manual,22.54,1396.0,88.73,6.2
Kochi,11571,Maruti Omni E MPI STD BS IV,Petrol,Manual,16.8,796.0,34.2,3.8
Hyderabad,81000,Maruti Swift ZDi,Diesel,Manual,25.2,1248.0,74.0,6.1
Coimbatore,23154,Ford Ecosport Signature Edition Diesel,Diesel,Manual,23.0,1498.0,98.96,11.65
Mumbai,26856,Honda Brio VX AT,Petrol,Automatic,16.5,1198.0,86.8,4.15
Chennai,67489,Toyota Innova Crysta 2.4 GX MT,Diesel,Manual,13.68,2393.0,147.8,16.5
Bangalore,176000,Mahindra Scorpio 2.6 LX,Diesel,Manual,10.5,2179.0,120.0,4.3
Kolkata,18000,Hyundai i20 1.2 Magna,Petrol,Manual,18.5,1197.0,80.0,2.25
Ahmedabad,63003,Hyundai Verna 1.6 SX,Diesel,Manual,22.32,1582.0,126.32,6.75
Chennai,80000,Mahindra XUV500 W6 2WD,Diesel,Manual,15.1,2179.0,140.0,9.4
Coimbatore,56658,Volkswagen Vento 1.5 TDI Comfortline,Diesel,Manual,20.64,1498.0,108.5,5.39
Kochi,18592,Maruti Swift Dzire VDI Optional,Diesel,Manual,26.59,1248.0,74.0,8.51
Pune,75695,Tata Manza Aura Safire BS IV,Petrol,Manual,13.7,1368.0,88.8,1.85
Kolkata,82000,Maruti Swift VDI,Diesel,Manual,22.9,1248.0,74.0,2.5
Chennai,60000,Volkswagen Polo Diesel Highline 1.2L,Diesel,Manual,22.07,1199.0,73.9,4.75
Pune,138000,Honda City 1.5 V MT,Petrol,Manual,17.0,1497.0,118.0,3.5
Bangalore,67000,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Diesel,Manual,23.0,1396.0,90.0,5.5
Coimbatore,42750,Honda City 1.5 V MT,Petrol,Manual,17.0,1497.0,118.0,6.33
Kochi,52398,Chevrolet Beat Diesel,Diesel,Manual,25.44,936.0,57.6,2.47
Kochi,36657,Chevrolet Spark 1.0 LS,Petrol,Manual,16.2,995.0,62.1,3.3
Delhi,77000,Tata New Safari DICOR 2.2 EX 4x2,Diesel,Manual,11.57,2179.0,138.1,3.5
Delhi,85000,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Diesel,Automatic,11.3,2987.0,254.8,38.75
Pune,112500,BMW 5 Series 2003-2012 530d Highline,Diesel,Automatic,11.5,2993.0,235.0,7.99
Kochi,105072,Toyota Fortuner 2.8 4WD MT,Diesel,Manual,14.24,2755.0,174.5,13.28
Pune,80000,BMW X1 sDrive 18i,Petrol,Automatic,11.25,1995.0,150.0,9.5
Kochi,3102,Renault Captur 1.5 Diesel Platine Mono,Diesel,Manual,20.37,1461.0,108.45,14.01
Coimbatore,14656,Hyundai Xcent 1.1 CRDi S,Diesel,Manual,24.4,1120.0,71.0,6.99
Hyderabad,105000,BMW 3 Series 320d,Diesel,Automatic,13.2,1995.0,170.0,11.0
Hyderabad,61000,BMW 5 Series 2010-2013 525i,Petrol,Automatic,10.8,2497.0,215.0,11.0
Pune,85046,Nissan Micra XE,Petrol,Manual,18.06,1198.0,75.0,2.3
Delhi,48000,Jaguar XF 2.2 Litre Luxury,Diesel,Automatic,16.36,2179.0,187.7,26.5
Bangalore,55000,Land Rover Range Rover TDV8 (Diesel),Diesel,Automatic,10.2,4367.0,308.0,67.0
Mumbai,4000,Jeep Compass 1.4 Limited Option,Petrol,Automatic,16.0,1368.0,160.0,17.75
Delhi,94000,Honda CR-V 2.4 AT,Petrol,Automatic,10.1,2354.0,152.0,4.8
Coimbatore,61110,Maruti Swift VXI,Petrol,Manual,18.6,1197.0,85.8,4.57
Chennai,80000,Hyundai Xcent 1.1 CRDi S,Diesel,Manual,24.4,1120.0,71.0,3.5
Kochi,43190,Nissan Terrano XV Premium 110 PS,Diesel,Manual,19.01,1461.0,108.5,7.61
Hyderabad,45000,Audi A4 35 TDI Technology,Diesel,Automatic,18.25,1968.0,187.74,25.0
Coimbatore,44178,Hyundai Grand i10 Asta Option,Petrol,Manual,18.9,1197.0,82.0,5.88
Hyderabad,84415,Toyota Innova 2.5 G (Diesel) 8 Seater,Diesel,Manual,12.99,2494.0,100.6,13.5
Kolkata,35000,Hyundai i20 1.2 Magna,Petrol,Manual,18.5,1197.0,80.0,4.6
Kolkata,44000,Ford EcoSport 1.5 TDCi Titanium,Diesel,Manual,22.77,1498.0,98.59,4.9
Hyderabad,67635,Honda City 1.5 S MT,Petrol,Manual,17.0,1497.0,118.0,5.25
Coimbatore,18385,Ford EcoSport 1.5 Petrol Titanium Plus AT,Petrol,Automatic,14.8,1497.0,121.36,12.41
Kolkata,35000,Volkswagen Polo Diesel Highline 1.2L,Diesel,Manual,22.07,1199.0,73.9,3.8
Mumbai,49000,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Diesel,Automatic,19.27,2143.0,170.0,8.95
Hyderabad,69000,Ford Ecosport 1.5 DV5 MT Titanium,Diesel,Manual,22.7,1498.0,89.84,7.2
Hyderabad,23228,Tata Indigo GLE,Petrol,Manual,14.4,1396.0,65.0,4.5
Delhi,68462,Maruti Swift Dzire LDI,Diesel,Manual,26.59,1248.0,74.0,4.15
Coimbatore,74611,Maruti S-Cross Zeta DDiS 200 SH,Diesel,Manual,25.1,1248.0,88.5,7.94
Pune,90000,Renault Duster 110PS Diesel RxZ Pack,Diesel,Manual,19.01,1461.0,108.45,7.25
Delhi,22000,Maruti Wagon R VXI,Petrol,Manual,18.9,998.0,67.1,3.7
Hyderabad,58163,Hyundai Santro Xing GL,Petrol,Manual,0.0,1086.0,62.0,2.45
Chennai,109500,Chevrolet Beat Diesel LT,Diesel,Manual,25.44,936.0,57.6,1.5
Delhi,13363,Mahindra XUV500 W4 1.99 mHawk,Diesel,Manual,16.0,1997.0,140.0,12.0
Delhi,51000,Hyundai i10 Era 1.1,Petrol,Manual,19.81,1086.0,68.05,2.2
Hyderabad,103000,Tata New Safari DICOR 2.2 EX 4x4,Diesel,Manual,13.93,2179.0,138.0,3.6
Kolkata,43002,Hyundai i10 Sportz,Petrol,Manual,20.36,1197.0,78.9,1.92
Bangalore,108000,Toyota Innova Crysta 2.8 ZX AT,Diesel,Automatic,11.36,2755.0,171.5,20.5
Jaipur,82407,Skoda Laura Elegance MT,Diesel,Manual,17.5,1896.0,106.0,4.25
Kolkata,29000,Hyundai Grand i10 Sportz,Petrol,Manual,18.9,1197.0,82.0,3.2
Pune,225000,Toyota Etios Liva GD,Diesel,Manual,23.59,1364.0,112.76521404351512,2.6
Kolkata,45000,Maruti Swift Dzire VDI,Diesel,Manual,23.4,1248.0,74.0,3.85
Kochi,93401,Hyundai i20 Asta 1.4 CRDi (Diesel),Diesel,Manual,23.0,1396.0,90.0,3.48
Hyderabad,95802,Ford Figo 2015-2019 1.5D Trend MT,Diesel,Manual,25.83,1498.0,99.0,4.55
Pune,130000,Maruti Ertiga VDI,Diesel,Manual,25.47,1248.0,88.5,7.0
Ahmedabad,67443,Maruti Ertiga ZDI,Diesel,Manual,20.77,1248.0,88.8,5.75
Kochi,47681,Honda City 1.5 V AT Sunroof,Petrol,Automatic,16.8,1497.0,116.3,8.73
Hyderabad,35000,Maruti Alto LXi BSIII,Petrol,Manual,19.7,796.0,46.3,1.7
Hyderabad,68000,Ford Endeavour 3.2 Titanium AT 4X4,Diesel,Automatic,10.91,3198.0,197.0,29.5
Kochi,34688,Maruti Vitara Brezza ZDi Plus,Diesel,Manual,24.3,1248.0,88.5,10.49
Kolkata,10512,Porsche Boxster S tiptronic,Petrol,Automatic,8.6,2706.0,265.0,64.0
Pune,58000,Maruti Swift ZDi,Diesel,Manual,22.9,1248.0,74.0,7.55
Mumbai,40000,Tata Zest Revotron 1.2 XT,Petrol,Manual,17.57,1193.0,88.7,3.95
Bangalore,61000,Hyundai i20 1.2 Sportz Option,Petrol,Manual,17.0,1197.0,80.0,3.25
Mumbai,86000,Skoda Fabia 1.4 TDI Active,Diesel,Manual,19.4,1422.0,70.0,2.75
Kolkata,45000,Toyota Corolla Altis D-4D J,Diesel,Manual,21.43,1364.0,87.2,7.35
Ahmedabad,55000,Volkswagen Ameo 1.2 MPI Comfortline,Petrol,Manual,17.0,1198.0,73.75,4.7
Kochi,36855,Hyundai Creta 1.6 VTVT S,Petrol,Manual,15.29,1591.0,121.3,8.77
Kochi,46821,Hyundai i10 Magna 1.2,Petrol,Manual,20.36,1197.0,78.9,3.42
Kolkata,120000,Chevrolet Beat LS,Petrol,Manual,18.6,1199.0,76.8,2.5
Kolkata,29000,Jaguar XF 3.0 Litre S Premium Luxury,Diesel,Automatic,14.74,2993.0,270.9,20.0
Mumbai,40000,Nissan Terrano XL,Petrol,Manual,13.24,1598.0,102.5,5.25
Delhi,60000,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Diesel,Automatic,15.73,1968.0,174.33,14.5
Mumbai,64984,Hyundai i10 Asta AT,Petrol,Automatic,16.95,1197.0,78.9,3.45
Pune,73204,Maruti Alto K10 VXI AGS,Petrol,Automatic,24.07,998.0,67.1,3.3
Bangalore,50000,Audi Q7 4.2 TDI Quattro Technology,Diesel,Automatic,11.33,4134.0,335.2,51.0
Kolkata,35000,Maruti Vitara Brezza VDi,Diesel,Manual,24.3,1248.0,88.5,6.5
Hyderabad,17729,Hyundai EON D Lite Plus,Petrol,Manual,21.1,814.0,55.2,3.65
Chennai,97000,Mahindra XUV300 W8 Diesel,Diesel,Manual,20.0,1497.0,115.0,7.25
Kochi,89614,Hyundai Verna CRDi 1.6 SX Option,Diesel,Manual,22.0,1582.0,126.2,6.01
Kolkata,14000,Maruti Wagon R VXI,Petrol,Manual,18.9,998.0,67.1,2.8
Chennai,50000,Hyundai i20 Sportz Option,Petrol,Manual,17.0,1197.0,80.0,4.0
Delhi,62505,Honda City i VTEC V,Petrol,Manual,17.4,1497.0,117.3,5.95
Chennai,248000,Toyota Innova 2.5 V Diesel 7-seater,Diesel,Manual,12.8,2494.0,102.0,9.2
Pune,94900,Hyundai Verna CRDi SX,Diesel,Manual,16.8,1493.0,110.0,5.35
Delhi,55000,Tata Hexa XT,Diesel,Manual,17.6,2179.0,153.86,12.0
Coimbatore,53735,Audi Q7 3.0 TDI Quattro Premium Plus,Diesel,Automatic,12.07,2967.0,241.4,38.94
Coimbatore,53934,Maruti Wagon R VXI,Petrol,Manual,18.9,998.0,67.1,2.69
Bangalore,58500,BMW 5 Series 2013-2017 525d Luxury Line,Diesel,Automatic,17.09,1995.0,218.0,27.5
Kolkata,48000,Honda Amaze EX i-Vtech,Petrol,Manual,18.0,1198.0,86.7,2.75
Mumbai,24000,Maruti Alto 800 2016-2019 LXI,Petrol,Manual,24.7,796.0,47.3,2.8
Mumbai,52001,Hyundai Verna 1.6 SX VTVT,Petrol,Manual,17.01,1591.0,121.3,6.45
Coimbatore,9565,Tata Tiago 1.2 Revotron XZ,Petrol,Manual,23.84,1199.0,84.0,5.88
Pune,32953,Maruti Swift LXI,Petrol,Manual,18.6,1197.0,85.8,4.65
Jaipur,18000,Hyundai EON Era,Petrol,Manual,21.1,814.0,55.2,2.5
Kochi,20446,Mercedes-Benz E-Class E 220 d,Petrol,Automatic,12.6,1950.0,191.34,51.35
Hyderabad,33016,Hyundai i20 Magna 1.4 CRDi,Diesel,Manual,22.54,1396.0,88.73,6.85
Chennai,48000,Toyota Etios VD,Diesel,Manual,23.59,1364.0,67.05,5.25
Coimbatore,72022,Toyota Corolla Altis Diesel D4DG,Diesel,Manual,21.43,1364.0,87.2,9.23
Ahmedabad,34000,Mini Cooper 5 DOOR D,Diesel,Automatic,20.7,1496.0,113.98,22.0
Hyderabad,69000,Volkswagen Polo 1.5 TDI Highline,Diesel,Manual,20.14,1498.0,88.8,5.19
Pune,108000,Skoda Superb Elegance 1.8 TSI AT,Petrol,Automatic,13.7,1798.0,157.75,4.35
Hyderabad,34700,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Diesel,Automatic,10.0,2148.0,170.0,24.5
Pune,79000,Maruti Swift VDi BSIII W/ ABS,Diesel,Manual,17.8,1248.0,75.0,5.75
Kochi,58197,Honda City i VTEC CVT VX,Petrol,Automatic,18.0,1497.0,117.3,9.19
Pune,66000,BMW 7 Series 2007-2012 740Li,Petrol,Automatic,8.45,2979.0,321.0,10.75
Bangalore,60000,Hyundai i10 Magna AT,Petrol,Automatic,19.2,1197.0,80.0,2.99
Kolkata,57000,Maruti Swift Dzire VDI,Diesel,Manual,26.59,1248.0,74.0,3.89
Coimbatore,45555,Honda City i DTec VX,Diesel,Manual,26.0,1498.0,98.6,11.73
Coimbatore,55137,Maruti Omni 8 Seater BSIV,Petrol,Manual,14.0,796.0,35.0,3.11
Jaipur,93325,Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Diesel,Manual,17.2,1968.0,138.1,14.45
Ahmedabad,38000,Maruti Ertiga SHVS VDI,Diesel,Manual,24.52,1248.0,88.5,8.7
Kochi,57738,Hyundai Grand i10 CRDi Magna,Diesel,Manual,24.0,1120.0,70.0,5.04
Jaipur,38282,Maruti Ciaz VDi Plus SHVS,Diesel,Manual,28.09,1248.0,88.5,8.5
Delhi,64000,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Diesel,Automatic,19.27,2143.0,170.0,15.65
Mumbai,32000,Fiat Avventura MULTIJET Emotion,Diesel,Manual,20.5,1248.0,91.72,5.65
Bangalore,83000,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Petrol,Automatic,10.93,2497.0,204.0,16.5
Ahmedabad,76000,Maruti Zen Estilo LXI Green (CNG),CNG,Manual,26.3,998.0,67.1,2.0
Pune,67200,Volkswagen Vento Petrol Highline,Petrol,Manual,15.04,1598.0,103.6,3.9
Jaipur,62655,BMW 3 Series 320d Luxury Line,Diesel,Automatic,18.88,1995.0,184.0,14.5
Bangalore,16900,BMW 5 Series 2013-2017 530d M Sport,Diesel,Automatic,14.69,2993.0,258.0,44.0
Delhi,8471,Hyundai Grand i10 1.2 Kappa Magna,Petrol,Manual,18.9,1197.0,81.86,5.0
Hyderabad,69000,Toyota Innova Crysta 2.8 ZX AT,Diesel,Automatic,11.36,2755.0,171.5,19.75
Coimbatore,30090,Renault Duster 110PS Diesel RxZ AMT,Diesel,Automatic,19.6,1461.0,108.45,11.44
Chennai,120000,Tata Indica Vista Aura 1.3 Quadrajet,Diesel,Manual,18.0,1248.0,75.0,1.75
Bangalore,23000,Maruti Swift VDI BSIV,Diesel,Manual,17.8,1248.0,112.76521404351512,5.6
Kochi,35939,Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,Petrol,Manual,12.3,1796.0,185.0,30.42
Coimbatore,116694,Mahindra XUV500 W8 4WD,Diesel,Manual,15.1,2179.0,140.0,9.57
Mumbai,40448,Mahindra Bolero ZLX,Diesel,Manual,15.96,2523.0,62.1,3.5
Coimbatore,64456,Maruti Vitara Brezza ZDi,Diesel,Manual,24.3,1248.0,88.5,10.46
Pune,52782,Fiat Avventura MULTIJET Emotion,Diesel,Manual,20.5,1248.0,91.72,4.85
Kochi,51672,Honda Amaze S Petrol,Petrol,Manual,19.5,1199.0,88.76,5.68
Mumbai,56073,Skoda Superb Elegance 1.8 TSI AT,Petrol,Automatic,13.7,1798.0,157.75,13.25
Bangalore,65000,Jaguar XF 3.0 Litre S Premium Luxury,Diesel,Automatic,14.74,2993.0,270.9,16.0
Chennai,79000,Maruti Wagon R VXI BSIII,Petrol,Manual,18.9,998.0,67.1,3.0
Kolkata,43206,Hyundai Santro Xing XL eRLX Euro III,Petrol,Manual,17.0,1086.0,112.76521404351512,0.99
Mumbai,70200,Toyota Corolla Altis VL,Petrol,Automatic,14.53,1798.0,138.1,5.0
Delhi,42000,Maruti Swift VXi BSIV,Petrol,Manual,16.1,1197.0,85.0,4.75
Bangalore,62000,Volkswagen Polo 1.2 MPI Highline,Petrol,Manual,16.47,1198.0,74.0,5.35
Hyderabad,20000,Hyundai Grand i10 1.2 Kappa Asta,Petrol,Manual,18.9,1197.0,81.86,5.98
Chennai,80000,Maruti SX4 ZDI,Diesel,Manual,21.5,1248.0,88.8,3.5
Kochi,50234,Hyundai Grand i10 1.2 Kappa Magna,Petrol,Manual,18.9,1197.0,81.86,4.77
Delhi,50003,Maruti Baleno Delta 1.2,Petrol,Manual,21.4,1197.0,83.1,5.45
Ahmedabad,1000,Tata Tigor 1.2 Revotron XTA,Petrol,Automatic,20.3,1199.0,84.0,6.85
Jaipur,54897,Maruti Swift Dzire AMT ZDI,Diesel,Automatic,26.59,1248.0,74.0,7.3
Pune,108995,Tata Indica GLS BS IV,Petrol,Manual,15.3,1193.0,65.3,1.25
Chennai,73000,Maruti SX4 S Cross DDiS 320 Zeta,Diesel,Manual,22.7,1598.0,118.0,8.25
Ahmedabad,65000,Maruti Swift VXI BSIII,Petrol,Manual,16.1,1298.0,88.2,2.71
Kolkata,32000,Hyundai Xcent 1.2 Kappa SX,Petrol,Manual,19.1,1197.0,82.0,3.6
Ahmedabad,65000,Hyundai i20 1.2 Magna,Petrol,Manual,18.5,1197.0,80.0,3.0
Hyderabad,21600,Maruti Celerio VXI AT,Petrol,Automatic,23.1,998.0,67.04,4.65
Mumbai,39000,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Diesel,Automatic,14.84,2143.0,170.0,9.5
Mumbai,58075,Maruti Swift Dzire VXi,Petrol,Manual,17.5,1298.0,85.8,2.95
Mumbai,58000,Volkswagen Vento Petrol Trendline,Petrol,Manual,15.04,1598.0,103.6,3.0
Hyderabad,58000,Maruti Swift ZDi,Diesel,Manual,25.2,1248.0,74.0,5.95
Delhi,89000,Toyota Corolla Altis VL,Petrol,Automatic,14.53,1798.0,138.1,4.0
Delhi,72000,Honda Civic 2006-2010 1.8 V MT,Petrol,Manual,13.5,1799.0,130.0,2.5
Kolkata,1800,Ford EcoSport 1.5 Ti VCT AT Titanium BE,Petrol,Automatic,16.05,1499.0,110.4,11.37
Pune,172050,Fiat Linea Emotion Pack (Diesel),Diesel,Manual,19.0,1248.0,93.0,2.25
Jaipur,46230,Hyundai i10 Era,Petrol,Manual,19.81,1086.0,68.05,3.1
Kochi,86925,Volvo XC60 D5 Inscription,Diesel,Automatic,11.2,2400.0,215.0,17.18
Jaipur,5000,Hyundai i20 1.2 Asta,Petrol,Manual,18.6,1197.0,81.83,6.5
Ahmedabad,66000,Honda City i DTEC S,Diesel,Manual,26.0,1498.0,98.6,5.7
Ahmedabad,119000,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Diesel,Manual,12.99,2494.0,100.0,8.0
