Year,Location,Name,distance,fule,Transmission,Owner_Type,Mileage,Engine,price,Price
2016,Kolkata,Ford EcoSport 1.5 Petrol Trend,21460,Petrol,Manual,First,17.0,1497.0,9.47 Lakh,6.0
2015,Coimbatore,Hyundai i20 1.2 Sportz,29634,Petrol,Manual,Second,17.0,1197.0,,6.0
2008,Ahmedabad,Maruti Swift VXI BSIII,52000,Petrol,Manual,First,16.1,1298.0,,2.41
2015,Hyderabad,Honda Jazz V CVT,33000,Petrol,Automatic,First,19.0,1199.0,10.17 Lakh,7.25
2014,Kochi,Volvo XC90 2007-2015 D5 AWD,89230,Diesel,Manual,First,11.1,2400.0,,23.65
2016,Delhi,Maruti Baleno Alpha 1.2,27000,Petrol,Manual,First,21.4,1197.0,,6.5
2017,Kochi,Mercedes-Benz GLA Class 200 CDI SPORT,72524,Diesel,Automatic,Second,17.9,2143.0,,18.06
2016,Hyderabad,Renault KWID RXT,73000,Petrol,Manual,First,25.17,799.0,,3.2
2017,Coimbatore,Ford Figo 2015-2019 1.2P Titanium Opt MT,21740,Petrol,Manual,First,18.16,1196.0,,6.42
2015,Jaipur,Toyota Fortuner 4x2 Manual,59000,Diesel,Manual,First,13.0,2982.0,,23.0
2013,Chennai,Honda City 1.5 S MT,83432,Petrol,Manual,First,17.0,1497.0,,5.9
2014,Pune,Mahindra Scorpio S2 7 Seater,87200,Diesel,Manual,First,15.4,2523.0,,7.75
2012,Hyderabad,BMW 3 Series 320d,88000,Diesel,Automatic,First,13.2,1995.0,,15.0
2017,Jaipur,Maruti Vitara Brezza ZDi Plus,48324,Diesel,Manual,First,24.3,1248.0,11.47 Lakh,9.0
2011,Delhi,Mercedes-Benz New C-Class C 200 CGI Elegance,51000,Petrol,Automatic,First,11.74,1796.0,,11.5
2012,Kolkata,Hyundai Verna 1.6 VTVT,24000,Petrol,Manual,Second,17.01,1591.0,,6.2
2017,Kochi,Hyundai Grand i10 1.2 CRDi Sportz,20773,Diesel,Manual,First,24.0,1186.0,8.17 Lakh,5.92
2016,Kolkata,Volkswagen Polo 1.5 TDI Highline,22000,Diesel,Manual,First,20.14,1498.0,9.58 Lakh,6.29
2014,Kochi,Honda Amaze S i-Vtech,66355,Petrol,Manual,First,18.0,1198.0,,4.12
2007,Pune,Honda CR-V 2.4 AT,115800,Petrol,Automatic,Third,10.1,2354.0,,3.8
2014,Ahmedabad,Hyundai Santro Xing GL Plus,41125,Petrol,Manual,First,17.92,1086.0,,2.7
2017,Coimbatore,Mercedes-Benz B Class B200 CDI,43812,Diesel,Automatic,First,15.0,2143.0,,20.28
2014,Delhi,Honda Amaze S i-Vtech,69876,Petrol,Manual,First,18.0,1198.0,,3.9
2014,Pune,Toyota Fortuner 4x2 AT,102000,Diesel,Automatic,Second,12.55,2982.0,,16.5
2011,Pune,Hyundai Verna 1.6 VTVT,68000,Petrol,Manual,First,17.01,1591.0,,3.7
2016,Delhi,Jaguar XJ 3.0L Portfolio,12000,Diesel,Automatic,First,10.5,2993.0,,79.0
2013,Mumbai,BMW 3 Series 320d,25000,Diesel,Automatic,First,22.69,1995.0,47.87 Lakh,17.99
2013,Jaipur,Hyundai i20 Magna 1.4 CRDi (Diesel),51873,Diesel,Manual,First,21.9,1396.0,,3.9
2012,Chennai,Ford Figo Diesel EXI Option,72500,Diesel,Manual,First,18.5,1399.0,,3.12
2007,Pune,Maruti Wagon R LXI BSIII,83000,Petrol,Manual,First,14.0,1061.0,,1.65
2015,Kolkata,Hyundai Xcent 1.2 Kappa S Option,39871,Petrol,Manual,First,19.1,1197.0,,3.5
2015,Chennai,Mahindra Xylo H4,82000,Diesel,Manual,Second,14.02,2179.0,11.67 Lakh,4.85
2018,Coimbatore,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,23152,Diesel,Automatic,First,19.27,2143.0,,39.22
2007,Kolkata,Hyundai i10 Magna,71600,Petrol,Manual,Second,20.36,1197.0,,2.0
2010,Mumbai,Toyota Fortuner 3.0 Diesel,122000,Diesel,Manual,Second,11.5,2982.0,,10.45
2016,Chennai,Toyota Camry Hybrid,29277,Petrol,Automatic,First,19.16,2494.0,,27.0
2011,Kolkata,Ford Figo Diesel ZXI,60000,Diesel,Manual,First,20.0,1399.0,,2.25
2014,Kolkata,Hyundai Xcent 1.2 Kappa S Option,42000,Petrol,Manual,First,19.1,1197.0,,3.45
2016,Kochi,Hyundai i20 Sportz 1.2,61823,Petrol,Manual,First,18.6,1197.0,,6.14
2012,Jaipur,Hyundai i10 Magna LPG,53000,LPG,Manual,Second,19.2,1086.0,,2.85
2015,Chennai,Tata Indigo CS Emax CNG GLX,75000,CNG,Manual,First,24.6,1193.0,,3.25
2011,Hyderabad,Maruti Dzire VDI,110000,Diesel,Manual,First,28.4,1248.0,9.14 Lakh,4.0
2010,Kolkata,Honda City 1.5 S MT,38446,Petrol,Manual,First,17.0,1497.0,,2.59
2017,Delhi,Maruti Baleno Delta 1.3,33000,Diesel,Manual,First,27.39,1248.0,,6.96
2011,Kolkata,Toyota Etios Liva G,42118,Petrol,Manual,First,18.3,1197.0,,2.19
2016,Jaipur,Hyundai EON Era Plus,70000,Petrol,Manual,First,21.1,814.0,,3.0
2012,Delhi,Volkswagen Polo 1.5 TDI Highline,68038,Diesel,Manual,First,20.14,1498.0,9.96 Lakh,3.6
2014,Coimbatore,Chevrolet Beat Diesel LS,55012,Diesel,Manual,Second,25.44,936.0,,3.7
2013,Ahmedabad,BMW 5 Series 520d Luxury Line,55000,Diesel,Automatic,First,22.48,1995.0,63.71 Lakh,21.75
2017,Mumbai,Mercedes-Benz GLC 220d 4MATIC Sport,25000,Diesel,Automatic,First,17.9,2143.0,64.14 Lakh,45.0
2011,Coimbatore,Maruti Alto K10 VXI,46808,Petrol,Manual,Second,24.07,998.0,4.7 Lakh,3.19
2015,Coimbatore,Hyundai Xcent 1.2 VTVT S,65743,Petrol,Manual,First,20.14,1197.0,7.85 Lakh,6.2
2013,Coimbatore,Hyundai i10 Magna 1.1,64466,Petrol,Manual,First,19.81,1086.0,,3.96
2009,Kolkata,Tata Indica DLS,75648,Diesel,Manual,First,13.5,1405.0,,0.82
2016,Jaipur,Maruti Swift Dzire Tour LDI,80000,Diesel,Manual,First,23.4,1248.0,,4.5
2017,Mumbai,Hyundai Xcent 1.2 CRDi E Plus,69000,Diesel,Manual,First,25.4,1186.0,,3.55
2014,Chennai,Nissan Sunny Diesel XV,79200,Diesel,Manual,First,22.71,1461.0,,5.5
2016,Mumbai,Hyundai Creta 1.6 SX Option,29477,Petrol,Manual,First,15.8,1591.0,16.36 Lakh,10.25
2017,Delhi,Toyota Fortuner 2.8 2WD AT,40000,Diesel,Automatic,First,12.9,2755.0,37.38 Lakh,30.0
2014,Pune,Maruti Ritz VXi,25000,Petrol,Manual,Second,18.5,1197.0,,3.5
2014,Delhi,Renault Pulse RxL,67668,Diesel,Manual,First,23.08,1461.0,,3.1
2010,Hyderabad,Skoda Fabia 1.2 MPI Ambiente Petrol,78000,Petrol,Manual,First,17.5,1198.0,,3.25
2017,Mumbai,Ford EcoSport 1.5 Diesel Titanium,30000,Diesel,Manual,First,23.0,1498.0,11.89 Lakh,8.99
2015,Kolkata,Volkswagen Vento Petrol Comfortline,70623,Petrol,Manual,First,15.04,1598.0,,3.99
2015,Mumbai,Nissan Terrano XV 110 PS,54000,Diesel,Manual,Second,19.01,1461.0,,6.0
2015,Mumbai,Audi Q3 2012-2015 35 TDI Quattro Premium,48000,Diesel,Automatic,First,15.73,1968.0,,18.25
2012,Delhi,Toyota Innova 2.5 GX (Diesel) 7 Seater,62000,Diesel,Manual,First,12.99,2494.0,,7.75
2017,Delhi,Tata Zest Revotron 1.2T XE,47000,Petrol,Manual,Second,17.57,1193.0,6.62 Lakh,4.5
2014,Bangalore,Toyota Fortuner 3.0 Diesel,171000,Diesel,Manual,First,11.5,2982.0,,16.75
2012,Pune,BMW X3 xDrive20d,108000,Diesel,Automatic,First,16.09,1995.0,,17.5
2016,Chennai,Maruti SX4 S Cross DDiS 320 Zeta,41000,Diesel,Manual,First,22.7,1598.0,,7.7
2012,Pune,Honda City 1.5 S MT,66000,Petrol,Manual,Second,17.0,1497.0,,4.45
2015,Jaipur,Maruti Swift Dzire LDI,144000,Diesel,Manual,First,26.59,1248.0,,5.25
2017,Kochi,BMW 3 Series 320d M Sport,23806,Diesel,Automatic,First,22.69,1995.0,,33.66
2013,Chennai,Nissan Micra XV CVT,89000,Petrol,Automatic,Second,19.34,1198.0,,2.8
2018,Coimbatore,Maruti Baleno Zeta Automatic,38852,Petrol,Automatic,First,21.4,1197.0,,8.47
2018,Coimbatore,Maruti Ciaz ZDi Plus,68737,Diesel,Manual,First,26.21,1248.0,,9.32
2017,Coimbatore,Mercedes-Benz CLA 200 CDI Style,23106,Diesel,Automatic,First,17.9,2143.0,,27.43
2015,Delhi,Honda Mobilio RS i DTEC,31250,Diesel,Manual,First,24.5,1498.0,,6.5
2014,Delhi,Toyota Innova 2.5 GX (Diesel) 8 Seater,77795,Diesel,Manual,First,12.99,2494.0,,9.5
2015,Kochi,Jaguar XF 3.0 Litre S Premium Luxury,47759,Diesel,Automatic,First,14.74,2993.0,,31.8
2013,Chennai,Toyota Etios Petrol TRD Sportivo,67620,Petrol,Manual,Second,17.6,1496.0,,4.2
2013,Kochi,Chevrolet Beat Diesel LS,44378,Diesel,Manual,First,25.44,936.0,,3.85
2012,Delhi,Honda A ord 2.4 M/T,64709,Petrol,Manual,Second,12.8,2354.0,,6.0
2007,Hyderabad,Maruti Alto LXi,76161,Petrol,Manual,First,19.7,796.0,,1.65
2013,Bangalore,Skoda Octavia Ambition 2.0 TDI AT,58410,Diesel,Automatic,First,19.3,1968.0,,14.5
2011,Delhi,Toyota Innova 2.5 V Diesel 7-seater,72000,Diesel,Manual,First,12.8,2494.0,,7.1
2016,Chennai,Audi A4 35 TDI Premium Sport,11000,Diesel,Automatic,First,17.11,1968.0,,28.0
2017,Kochi,Maruti Vitara Brezza ZDi Plus Dual Tone,45362,Diesel,Manual,First,24.3,1248.0,11.75 Lakh,9.38
2016,Kochi,Hyundai Grand i10 Sportz,59767,Petrol,Manual,First,18.9,1197.0,,4.78
2003,Chennai,Toyota Corolla DX,70000,Petrol,Manual,Second,13.4,1794.0,,1.7
2019,Coimbatore,Tata Hexa XTA,14233,Diesel,Automatic,First,17.6,2179.0,22.74 Lakh,17.85
2010,Pune,Hyundai i20 2015-2017 1.2 Asta,72000,Petrol,Manual,Second,17.0,1197.0,,2.75
2014,Mumbai,Hyundai Verna 1.6 SX VTVT,11000,Petrol,Manual,First,17.01,1591.0,,5.95
2011,Mumbai,Maruti Omni 8 Seater BSIV,39000,Petrol,Manual,First,14.0,796.0,,1.5
2019,Kochi,Maruti Alto 800 2016-2019 VXI,19855,Petrol,Manual,First,24.7,796.0,,3.8
2017,Bangalore,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,20149,Diesel,Automatic,First,19.27,2143.0,,38.5
2011,Jaipur,Hyundai i10 Era 1.1,70000,Petrol,Manual,First,19.81,1086.0,,2.15
2010,Mumbai,Skoda Superb Style 1.8 TSI AT,62004,Petrol,Automatic,Second,14.67,1798.0,33.36 Lakh,3.75
2016,Mumbai,Volkswagen Vento 1.5 TDI Highline AT,25500,Diesel,Automatic,First,21.5,1498.0,15.86 Lakh,8.95
2013,Hyderabad,Maruti Swift VDI BSIV,68800,Diesel,Manual,First,17.8,1248.0,,5.0
2010,Pune,Honda Civic 2010-2013 1.8 V MT,61700,Petrol,Manual,First,14.8,1799.0,,2.95
2010,Coimbatore,BMW 3 Series 320i Sedan,59660,Petrol,Automatic,First,12.05,1995.0,,10.49
2007,Hyderabad,Hyundai Santro Xing GLS,69775,Petrol,Manual,Second,17.92,1086.0,,1.85
2016,Hyderabad,Maruti Swift VDI BSIV,51787,Diesel,Manual,First,17.8,1248.0,,6.45
2009,Jaipur,Honda A ord 2001-2003 2.3 VTi L AT,88000,Petrol,Automatic,First,11.1,2354.0,,5.25
2014,Kolkata,Maruti Ertiga VDI,47052,Diesel,Manual,First,20.77,1248.0,,5.99
2015,Kochi,Ford Fiesta Classic 1.4 Duratorq LXI,69749,Diesel,Manual,First,18.6,1388.0,,3.82
2012,Hyderabad,Audi Q7 3.0 TDI Quattro Premium Plus,79000,Diesel,Automatic,First,12.07,2967.0,,39.0
2016,Coimbatore,Audi A4 35 TDI Premium,39644,Diesel,Automatic,First,17.11,1968.0,,25.75
2012,Hyderabad,Tata Indica Vista Quadrajet VX,137800,Diesel,Manual,First,22.3,1248.0,,2.2
2008,Chennai,Hyundai Verna CRDi ABS,120000,Diesel,Manual,Second,18.1,1493.0,,2.0
2018,Mumbai,Mercedes-Benz E-Class E 220 d,11000,Diesel,Automatic,First,16.1,1950.0,70.55 Lakh,56.5
2014,Mumbai,BMW 3 Series 320d Luxury Line,18600,Diesel,Automatic,Second,22.69,1995.0,54.43 Lakh,21.0
2014,Ahmedabad,Hyundai Grand i10 CRDi Asta,116905,Diesel,Manual,First,24.0,1120.0,,4.0
2011,Coimbatore,Hyundai i10 Sportz AT,32824,Petrol,Automatic,First,16.95,1197.0,,3.83
2016,Kochi,Maruti Swift VXi BSIV,19148,Petrol,Manual,First,16.1,1197.0,,5.89
2010,Kolkata,Hyundai Santro Xing GLS,35008,Petrol,Manual,First,17.92,1086.0,,1.36
2013,Delhi,BMW 6 Series Gran Coupe,21000,Diesel,Automatic,Second,17.54,2993.0,,44.0
2014,Mumbai,Maruti SX4 Green Vxi (CNG),53000,CNG,Manual,First,22.1,1586.0,,3.26
2016,Bangalore,Hyundai Verna 1.4 VTVT,36000,Petrol,Manual,First,17.43,1396.0,,8.0
2012,Ahmedabad,Maruti Swift Dzire ZDI,56121,Diesel,Manual,First,23.4,1248.0,,4.25
2018,Pune,Maruti Swift VDI,30000,Diesel,Manual,First,28.4,1248.0,,6.0
2016,Kochi,Skoda Octavia 2.0 TDI AT Style Plus,31021,Diesel,Automatic,First,19.5,1968.0,,16.61
2013,Coimbatore,Renault Duster 110PS Diesel RxL,52600,Diesel,Manual,First,19.6,1461.0,,7.26
2005,Bangalore,Mahindra Scorpio 2.6 CRDe,60000,Diesel,Manual,First,10.5,2179.0,,4.0
2016,Ahmedabad,BMW 5 Series 2013-2017 520d Luxury Line,44001,Diesel,Automatic,First,18.12,1995.0,,34.51
2003,Chennai,Maruti Wagon R VXI BSIII,101000,Petrol,Manual,Third,17.3,1061.0,,0.95
2007,Hyderabad,Maruti Wagon R LXI BSIII,84169,Petrol,Manual,First,14.0,1061.0,,2.2
2017,Mumbai,Hyundai i20 Sportz 1.2,14001,Petrol,Manual,First,18.6,1197.0,,5.75
2005,Pune,Hyundai Santro Xing XO CNG,100000,CNG,Manual,Third,17.0,1086.0,,1.2
2016,Delhi,Land Rover Discovery SE 3.0 TD6,59000,Diesel,Automatic,First,18.0,2993.0,1.13 Cr,36.75
2009,Hyderabad,Mercedes-Benz New C-Class 230 Avantgarde,29000,Petrol,Automatic,Second,11.7,1796.0,,10.0
2014,Kochi,BMW 5 Series 520d Sedan,64158,Diesel,Automatic,First,18.48,,,17.89
2012,Mumbai,Nissan Sunny 2011-2014 Diesel XV,38800,Diesel,Manual,First,21.64,1461.0,,4.05
2011,Hyderabad,Audi Q7 3.0 TDI quattro,98000,Diesel,Automatic,First,12.07,2967.0,,22.0
2017,Coimbatore,Mercedes-Benz CLA 200 CDI Sport,20969,Diesel,Automatic,First,17.9,2143.0,45.36 Lakh,27.87
2018,Kolkata,Maruti Vitara Brezza ZDi,2900,Diesel,Manual,First,24.3,1248.0,10.13 Lakh,8.75
2016,Hyderabad,Maruti Swift Dzire Vdi BSIV,69000,Diesel,Manual,First,19.3,1248.0,,4.79
2018,Coimbatore,Skoda Rapid 1.5 TDI Ambition,5833,Diesel,Manual,First,21.13,1498.0,14.22 Lakh,11.92
2016,Coimbatore,Audi Q7 35 TDI Quattro Technology,28733,Diesel,Automatic,Second,12.07,2967.0,,53.11
2006,Jaipur,Maruti Wagon R LXI,145000,Petrol,Manual,First,18.9,998.0,,1.15
2014,Pune,Honda City i DTEC VX Option,71000,Diesel,Manual,First,25.1,1498.0,,7.45
2017,Jaipur,Hyundai EON Magna Plus,12000,Petrol,Manual,First,21.1,814.0,,3.5
2018,Kochi,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,21603,Diesel,Automatic,First,13.0,2987.0,,70.15
2011,Bangalore,Hyundai Santro GLS II - Euro II,65000,Petrol,Manual,Second,0.0,,,3.15
2013,Hyderabad,BMW 3 Series 320d,58000,Diesel,Automatic,First,13.2,1995.0,,19.5
2012,Pune,BMW 3 Series 318i Sedan,39000,Petrol,Automatic,Second,12.05,1995.0,,15.0
2017,Coimbatore,Mahindra NuvoSport N8,37712,Diesel,Manual,First,17.45,1493.0,11.77 Lakh,7.57
2012,Hyderabad,Maruti Ritz VXi,68000,Petrol,Manual,First,18.5,1197.0,,4.4
2016,Chennai,BMW X6 xDrive 40d M Sport,25000,Diesel,Automatic,First,15.87,2993.0,,60.0
2010,Kolkata,Chevrolet Beat LT,30000,Petrol,Manual,First,18.6,1199.0,,1.6
2014,Pune,Maruti Swift Dzire VXI,68218,Petrol,Manual,First,19.1,1197.0,,4.9
2014,Delhi,Maruti Ertiga ZDI,52000,Diesel,Manual,First,20.77,1248.0,,5.95
2015,Coimbatore,Renault Duster 85PS Diesel RxL,63591,Diesel,Manual,First,20.45,1461.0,,5.35
2014,Hyderabad,Honda Amaze VX AT i-Vtech,57937,Petrol,Automatic,First,15.5,1198.0,,5.4
2015,Coimbatore,Audi A4 2.0 TDI Premium Sport Limited Edition,21979,Diesel,Automatic,First,17.11,1968.0,,23.45
2002,Hyderabad,Skoda Octavia Ambiente 1.9 TDI MT,99000,Diesel,Manual,Second,18.7,1896.0,,1.9
2016,Pune,Honda Amaze E i-Dtech,62000,Diesel,Manual,First,25.8,1498.0,,6.1
2006,Mumbai,Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,127001,Diesel,Manual,First,12.8,2494.0,,4.95
2013,Hyderabad,Hyundai EON D Lite Plus,84600,Petrol,Manual,Second,21.1,814.0,,2.5
2018,Kochi,Datsun redi-GO T Option,30953,Petrol,Manual,First,22.7,799.0,4.05 Lakh,3.48
2012,Chennai,Maruti Swift VDI,78000,Diesel,Manual,First,22.9,1248.0,,4.4
2008,Hyderabad,Mitsubishi Pajero 2.8 GLX Sports,85000,Diesel,Manual,First,9.5,2835.0,,7.99
2008,Hyderabad,Volvo S80 D5,79000,Diesel,Automatic,First,13.1,2400.0,,10.99
2014,Delhi,Toyota Fortuner 4x2 AT,79000,Diesel,Automatic,First,12.55,2982.0,,18.5
2018,Coimbatore,Jeep Compass 2.0 Limited 4X4,48188,Diesel,Manual,First,16.3,1956.0,26.95 Lakh,21.69
2014,Coimbatore,Maruti Swift Dzire VDI,67557,Diesel,Manual,First,23.4,1248.0,,5.17
2011,Delhi,Hyundai Verna 1.6 SX,103814,Diesel,Manual,Second,22.32,1582.0,,4.5
2014,Kolkata,Mahindra Scorpio VLX 2WD BSIV,45128,Diesel,Manual,First,12.05,2179.0,,6.75
2013,Kochi,Hyundai i10 Era,56075,Petrol,Manual,First,19.81,1086.0,,3.12
2011,Hyderabad,Toyota Innova 2.5 G (Diesel) 8 Seater,166000,Diesel,Manual,First,12.99,2494.0,,8.25
2017,Coimbatore,Toyota Innova Crysta 2.8 ZX AT,65367,Diesel,Automatic,First,11.36,2755.0,28.05 Lakh,20.14
2013,Hyderabad,Toyota Innova 2.5 G (Diesel) 8 Seater,114708,Diesel,Manual,First,12.99,2494.0,,12.6
2015,Kochi,Maruti Swift Dzire ZDI,35082,Diesel,Manual,First,23.4,1248.0,,6.61
2016,Kochi,Hyundai Creta 1.6 CRDi AT SX Plus,38593,Diesel,Automatic,First,17.01,1582.0,,13.23
2008,Mumbai,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,70700,Diesel,Manual,First,12.99,2494.0,,4.75
2011,Mumbai,Volkswagen Vento Diesel Highline,83000,Diesel,Manual,Second,20.54,1598.0,,2.9
2015,Hyderabad,Chevrolet Tavera LS B3 10 Seats BSIII,120000,Diesel,Manual,First,14.8,2499.0,,5.5
2014,Kochi,Mahindra Ssangyong Rexton RX7,91586,Diesel,Automatic,Second,11.18,2696.0,,9.47
2008,Mumbai,Hyundai i10 Magna,38235,Petrol,Manual,First,20.36,1197.0,,1.95
2011,Kolkata,Hyundai i10 Sportz 1.2,37000,Petrol,Manual,First,20.36,1197.0,,2.2
2006,Mumbai,Hyundai Santro Xing XG eRLX Euro III,50888,Petrol,Manual,First,17.0,1086.0,,1.15
2013,Bangalore,Honda Amaze S i-Vtech,44000,Petrol,Manual,Second,18.0,1198.0,,4.35
2016,Pune,Maruti Celerio ZXI AT,54000,Petrol,Automatic,First,23.1,998.0,,4.5
2013,Chennai,Hyundai Grand i10 Asta,90000,Petrol,Manual,First,18.9,1197.0,,3.55
2015,Kolkata,Maruti Swift Dzire VDi,35000,Diesel,Manual,First,19.3,1248.0,,4.75
2012,Coimbatore,Hyundai i10 Sportz,47324,Petrol,Manual,Second,20.36,1197.0,,4.52
2012,Mumbai,BMW X1 sDrive 20d Exclusive,65148,Diesel,Automatic,First,15.06,1995.0,,12.75
2014,Coimbatore,Audi A4 2.0 TDI 177 Bhp Premium Plus,57773,Diesel,Automatic,Second,17.11,1968.0,,20.04
2014,Bangalore,Nissan Terrano XL 85 PS,87000,Diesel,Manual,First,20.45,1461.0,,6.5
2007,Chennai,Mitsubishi Montero 3.2 GLS,179032,Diesel,Manual,First,11.56,3200.0,,7.5
2016,Mumbai,Maruti Wagon R VXI AMT,8000,Petrol,Automatic,First,22.5,998.0,6.14 Lakh,4.15
2007,Hyderabad,Honda Civic 2006-2010 1.8 (E) MT,77000,Petrol,Manual,First,13.5,1799.0,,2.5
2016,Pune,Hyundai i20 2015-2017 Magna 1.2,20600,Petrol,Manual,First,18.6,1197.0,,5.4
2016,Mumbai,Maruti Alto K10 VXI,13198,Petrol,Manual,First,24.07,998.0,4.82 Lakh,3.15
2015,Bangalore,Audi Q7 35 TDI Quattro Technology,21000,Diesel,Automatic,Second,12.07,2967.0,,52.5
2016,Delhi,Hyundai i20 Sportz Option 1.2,38000,Petrol,Manual,First,18.6,1197.0,,5.95
2019,Coimbatore,Tata Tiago AMT 1.2 Revotron XZA,15379,Petrol,Automatic,First,23.84,1199.0,7.17 Lakh,6.97
2011,Hyderabad,Hyundai i10 Sportz 1.2,60000,Petrol,Manual,First,20.36,1197.0,,3.2
2007,Pune,Hyundai Santro Xing XP,70000,Petrol,Manual,First,0.0,1086.0,,1.12
2013,Bangalore,Renault Duster 85PS Diesel RxL Optional,75371,Diesel,Manual,First,20.46,1461.0,,6.69
2014,Bangalore,Tata Xenon XT EX 4X4,60000,Diesel,Manual,Second,13.49,2179.0,,5.9
2009,Kolkata,Hyundai i20 Magna,30675,Petrol,Manual,First,18.5,1197.0,,2.25
2013,Kolkata,Maruti Swift Dzire VDI,22000,Diesel,Manual,First,23.4,1248.0,,4.5
2015,Pune,Hyundai EON Magna,55000,Petrol,Manual,First,22.0,814.0,,2.61
2010,Jaipur,Mercedes-Benz New C-Class 220 CDI AT,74213,Diesel,Automatic,First,14.84,2143.0,,11.5
2016,Mumbai,Mini Cooper Convertible S,15000,Petrol,Automatic,First,16.82,1998.0,44.28 Lakh,35.0
2010,Jaipur,Tata Nano Cx,57000,Petrol,Manual,First,26.0,624.0,,0.5
2015,Kolkata,Maruti Ciaz ZDi Plus,62144,Diesel,Manual,Second,26.21,1248.0,,5.75
2017,Pune,Hyundai Verna CRDi 1.6 SX Option,50000,Diesel,Manual,First,22.0,1582.0,15.72 Lakh,11.5
2015,Jaipur,Hyundai EON Era Plus,38000,Petrol,Manual,First,21.1,814.0,,2.75
2016,Chennai,BMW 5 Series 2013-2017 520d Luxury Line,30000,Diesel,Automatic,Second,18.12,1995.0,,31.5
2016,Kochi,Honda Brio S MT,38735,Petrol,Manual,First,19.4,1198.0,,4.92
2012,Pune,Maruti Ritz VDi,23598,Diesel,Manual,First,23.2,1248.0,,3.52
2014,Chennai,BMW 3 Series 320d Prestige,70000,Diesel,Automatic,First,18.88,1995.0,,17.55
2016,Pune,Maruti Swift Dzire LDI,39000,Diesel,Manual,First,26.59,1248.0,,5.8
2013,Hyderabad,Maruti Swift Dzire VDI,84175,Diesel,Manual,First,23.4,1248.0,,6.95
2013,Kolkata,Renault Scala RxL,45000,Petrol,Manual,First,16.95,1498.0,,2.4
2013,Mumbai,Chevrolet Cruze LTZ AT,59302,Diesel,Automatic,First,14.39,1998.0,,5.25
2012,Ahmedabad,Maruti Swift Dzire ZXi,55002,Petrol,Manual,First,17.5,1298.0,,4.25
2008,Jaipur,Tata Indigo CS LX (TDI) BS III,128813,Diesel,Manual,First,19.09,1396.0,,1.5
2016,Jaipur,Hyundai Grand i10 CRDi Sportz,46522,Diesel,Manual,First,24.0,1120.0,,4.5
2014,Pune,Tata Indica Vista Quadrajet LS,180000,Diesel,Manual,First,22.3,1248.0,,2.5
2006,Chennai,Ford Fiesta 1.4 TDCi EXI,89326,Diesel,Manual,Third,17.8,1399.0,,1.55
2016,Pune,Renault Duster 85PS Diesel RxE,54000,Diesel,Manual,First,19.87,1461.0,11.27 Lakh,6.5
2012,Pune,BMW 5 Series 520d Sedan,95000,Diesel,Automatic,Second,18.48,,,18.0
2015,Kochi,Hyundai Grand i10 CRDi SportZ Edition,66337,Diesel,Manual,First,24.0,1120.0,,4.96
2012,Bangalore,Honda Brio S MT,60000,Petrol,Manual,First,19.4,1198.0,,3.25
2010,Kolkata,Audi A4 1.8 TFSI,38001,Petrol,Automatic,First,12.3,1781.0,,8.5
2014,Bangalore,Maruti Alto 800 2016-2019 LXI,73000,Petrol,Manual,Second,24.7,796.0,,2.75
2011,Bangalore,Hyundai Verna Transform SX VTVT,61000,Petrol,Manual,Second,16.2,1599.0,,3.4
2013,Hyderabad,Maruti Ertiga ZDI,120000,Diesel,Manual,First,20.77,1248.0,,7.0
2012,Kochi,Chevrolet Optra Magnum 1.6 LT ABS BS3,71787,Petrol,Manual,First,12.9,1598.0,,3.21
2016,Coimbatore,Hyundai Creta 1.6 CRDi SX Option,11554,Diesel,Manual,First,19.67,1582.0,,14.25
2014,Hyderabad,Volkswagen Vento 1.5 TDI Highline,90000,Diesel,Manual,First,20.34,1498.0,,6.5
2014,Kolkata,Honda City i VTEC SV,48104,Petrol,Manual,First,17.4,1497.0,,5.49
2005,Pune,Hyundai Getz GLS ABS,91000,Petrol,Manual,Third,16.8,1341.0,,0.8
2007,Kochi,Hyundai Santro Xing XG eRLX Euro III,58815,Petrol,Manual,First,17.0,1086.0,,1.99
2015,Coimbatore,Hyundai Grand i10 AT Asta,33931,Petrol,Automatic,Second,18.9,1197.0,,5.91
2019,Coimbatore,Hyundai Grand i10 1.2 Kappa Sportz Option,13916,Petrol,Manual,First,18.9,1197.0,,6.44
2012,Pune,Maruti Wagon R LXI CNG,90400,CNG,Manual,First,26.2,998.0,,2.9
2015,Jaipur,Hyundai Grand i10 Sportz,14000,Petrol,Manual,First,18.9,1197.0,,4.6
2007,Pune,Maruti Swift VDI BSIV,121000,Diesel,Manual,Second,17.8,1248.0,,2.35
2016,Coimbatore,Hyundai i20 Asta 1.2,17560,Petrol,Manual,First,18.6,1197.0,,7.21
2016,Pune,Renault Duster 85PS Diesel RxL,60000,Diesel,Manual,First,19.87,1461.0,,8.0
2009,Hyderabad,Maruti Swift Dzire VDi,88096,Diesel,Manual,Second,19.3,1248.0,,3.5
2008,Pune,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,178280,Diesel,Manual,First,12.8,2494.0,,5.9
